14.005;[np.float64(0.3678241638418078), np.float64(0.9939728834355827), np.float64(1.189180115755627), np.float64(1.5461621239669423), np.float64(1.301344165775401), np.float64(1.361681227436823), np.float64(0.6221470419847328)]
14.019;[np.float64(0.662444505076142), np.float64(0.7120358423153693), np.float64(0.9775764502617802), np.float64(0.8031467398843931), np.float64(0.349652098540146)]
15.026;[np.float64(0.39433309883720924), np.float64(0.3611616860068259), np.float64(0.31076703482587065)]
