#m/z;time;mean;left_times;right_times
14.005;[np.float64(5999.250868055462), np.float64(5999.264687500088), np.float64(5999.277332175), np.float64(5999.27740162125), np.float64(5999.277465277877), np.float64(5999.291684027846), np.float64(5999.304629630001), np.float64(5999.304646991666), np.float64(5999.304751157281), np.float64(5999.304872683333), np.float64(5999.331209490799), np.float64(5999.3439583340005), np.float64(5999.344114583546), np.float64(5999.344155093332), np.float64(5999.357199074561), np.float64(5999.37071180625), np.float64(5999.370844907567), np.float64(5999.370937500001), np.float64(5999.370989585001), np.float64(5999.3842419), np.float64(5999.384403935161), np.float64(5999.410873842763), np.float64(5999.4245775466115), np.float64(5999.437418983333), np.float64(5999.4376041669575), np.float64(5999.437494213334), np.float64(5999.437586806666), np.float64(5999.43782986), np.float64(5999.451770833274), np.float64(5999.45183449125), np.float64(5999.465138888959), np.float64(5999.504797453705), np.float64(5999.504907408), np.float64(5999.517696756667), np.float64(5999.517910879649), np.float64(5999.5312557875), np.float64(5999.531302083396), np.float64(5999.531359955), np.float64(5999.531423613334), np.float64(5999.544560186667), np.float64(5999.5446354175), np.float64(5999.544658564999), np.float64(5999.572100694358), np.float64(5999.5848553225), np.float64(5999.584918980001), np.float64(5999.585023148036), np.float64(5999.584999999999), np.float64(5999.585081018), np.float64(5999.5979571749995), np.float64(5999.598113426154), np.float64(5999.598159722201), np.float64(5999.612424768749), np.float64(5999.625416666667), np.float64(5999.625671296549), np.float64(5999.625688656667), np.float64(5999.69302662), np.float64(5999.693078703333), np.float64(5999.693217592476), np.float64(5999.693148146667), np.float64(5999.69320023), np.float64(5999.6932581), np.float64(5999.693350695), np.float64(5999.693408565), np.float64(5999.719456017778), np.float64(5999.719629629556), np.float64(5999.719652776667), np.float64(6000.211741898173), np.float64(6004.753900463031), np.float64(6004.978697916592)];[np.float64(0.41474205882352944), np.float64(4.677221081081081), np.float64(12.999), np.float64(13.1603125), np.float64(8.902958053097345), np.float64(1.1228515538461539), np.float64(17.390533333333334), np.float64(17.447866666666666), np.float64(11.492536315789474), np.float64(15.979833333333334), np.float64(0.2994129933333333), np.float64(13.56448), np.float64(9.299403727272727), np.float64(13.9148), np.float64(4.653315438596492), np.float64(15.93605), np.float64(10.857614414414417), np.float64(14.733866666666666), np.float64(14.28615), np.float64(8.26222), np.float64(5.381517741935484), np.float64(0.2977322236842105), np.float64(2.877846542372881), np.float64(15.330266666666667), np.float64(10.18582704347826), np.float64(15.703649999999998), np.float64(15.477199999999998), np.float64(11.27615), np.float64(4.639184690265488), np.float64(7.12185), np.float64(3.1046243200000005), np.float64(7.931989351851852), np.float64(11.30902), np.float64(7.337266666666667), np.float64(5.0239027192982455), np.float64(16.696775000000002), np.float64(11.314806603773585), np.float64(16.9481), np.float64(16.740966666666665), np.float64(10.07164), np.float64(10.534325), np.float64(8.913018064516129), np.float64(0.30592820000000004), np.float64(12.48315), np.float64(13.01172), np.float64(8.923398224299065), np.float64(13.205133333333334), np.float64(13.160080000000002), np.float64(12.2172), np.float64(13.267069230769229), np.float64(8.81341376146789), np.float64(1.6386782589285716), np.float64(13.785200000000001), np.float64(10.138433362831858), np.float64(15.329783333333337), np.float64(44.0048), np.float64(45.72666666666667), np.float64(29.898859357798173), np.float64(44.015366666666665), np.float64(43.5374), np.float64(42.198975000000004), np.float64(38.9544), np.float64(35.7027), np.float64(30.658233333333335), np.float64(20.518800619469026), np.float64(28.721833333333336), np.float64(5.81708125), np.float64(0.369825316017316), np.float64(0.24019419148148152)];[1520, 2717, 3863, 3866, 3819, 5039, 6222, 6222, 6177, 6243, 8444, 9619, 9580, 9637, 10737, 11928, 11888, 11950, 11955, 13099, 13053, 15326, 16527, 17694, 17654, 17699, 17707, 17730, 18879, 18937, 20028, 23463, 23524, 24630, 24593, 25801, 25754, 25810, 25816, 26951, 26957, 26930, 29261, 30431, 30436, 30394, 30444, 30450, 31565, 31573, 31529, 32760, 33937, 33904, 33959, 38423, 38427, 38386, 38433, 38438, 38442, 38451, 38456, 40701, 40664, 40721, 47390, 54072, 73475];[1639, 2828, 3865, 3874, 3932, 5169, 6225, 6228, 6291, 6246, 8594, 9624, 9690, 9640, 10794, 11936, 11999, 11953, 11957, 13103, 13177, 15478, 16645, 17697, 17769, 17705, 17713, 17732, 18992, 18945, 20153, 23571, 23529, 24633, 24707, 25805, 25860, 25814, 25819, 26954, 26961, 26992, 29401, 30435, 30441, 30501, 30447, 30455, 31567, 31586, 31638, 32872, 33940, 34017, 33965, 38425, 38430, 38495, 38436, 38440, 38446, 38453, 38458, 40710, 40777, 40724, 47494, 54303, 73745]
