14.005;[np.float64(5999.2370949074), np.float64(5999.251215277668), np.float64(5999.265798611126), np.float64(5999.27817708343), np.float64(5999.292094907539), np.float64(5999.305624999928), np.float64(5999.331591435191)]
14.019;[np.float64(5999.266359953731), np.float64(5999.279756944571), np.float64(5999.292442129738), np.float64(5999.307106481388), np.float64(5999.331788194452)]
15.026;[np.float64(5999.266047453721), np.float64(5999.278634259352), np.float64(5999.306035879552)]
